node_id,node_name,path,node_type,current_function,business_importance,criticality,business_rules,dependencies,test_protection,main_problem,optimization_opportunity,risk_of_change,recommended_v3_action,v3_migration_strategy,priority,estimated_effort,requires_business_decision,evidence,comments
N8N-2382e79d-e04a-484d-9c79-702f22536d21,DECIDIR - Estado del cierre,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CONTROL,Bifurcacion multi-rama,ALTA,CRITICA,"Prioridad conservadora de clasificacion (ERROR TECNICO > REVISAR > OK > SIN ACCION), ver Sticky Note 3a393b14",,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P0,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'DECIDIR - Estado del cierre'",
N8N-f5241a82-31c9-401c-a686-33ece5350e42,REVISAR - Requiere auditor,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Define/normaliza campos (parametros o resultado literal),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'REVISAR - Requiere auditor'",
N8N-7d99c349-be6b-4997-9ff7-f22fcfc99a56,OK - Listo para publicar,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Define/normaliza campos (parametros o resultado literal),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'OK - Listo para publicar'",
N8N-73c20baf-7677-4dd4-b199-ba3c35a4af2d,SIN ACCION - Ya procesado o sin archivo,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Define/normaliza campos (parametros o resultado literal),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'SIN ACCION - Ya procesado o sin archivo'",
N8N-850a2707-6b7c-4d35-94a7-b8092d6197a7,Sticky Note aa463ce9,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DOCUMENTACION_VISUAL,Nota visual/documentacion del canvas (sin logica),BAJA,BAJA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P3,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'Sticky Note aa463ce9'",
N8N-02faf336-dcc5-4546-8633-f7efde583845,Sticky Note 3a393b14,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DOCUMENTACION_VISUAL,Nota visual/documentacion del canvas (sin logica),BAJA,BAJA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P3,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'Sticky Note 3a393b14'",
N8N-2530e19b-2143-46a7-b6ff-4ac8e2f4f1d8,VALIDAR - Estructura del resultado,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CONTROL,Bifurcacion booleana,ALTA,CRITICA,Verifica tecnica de resumen_estados/cierres antes de clasificar; nunca reclasifica estados contables,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P0,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'VALIDAR - Estructura del resultado'",
N8N-47a9622e-180f-4f50-b0a3-87a54cee2adb,PARAMETROS - Rango (desde formulario),"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Define/normaliza campos (parametros o resultado literal),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'PARAMETROS - Rango (desde formulario)'",
N8N-a94796ef-0ecc-4650-ab26-cc1459829d2a,BUSCAR - Cierre del dia en Drive,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: fileFolder.?,ALTA,ALTA,REGLA G: debe usar coincidencia EXACTA de nombre (nunca 'primer resultado'); ver incidente cierre 09 vs 11/10/09 en HANDOFF/prompt de auditoria,,NINGUNA (n8n no tiene test runner propio en este repo),Riesgo si se reintroduce logica de 'tomar el primer resultado' de una busqueda con múltiples coincidencias (incidente real ya corregido una vez).,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'BUSCAR - Cierre del dia en Drive'",
N8N-44fb9067-a4af-40f8-8d7d-032fbd9393f7,DESCARGAR - Cierre del dia,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: file.download,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'DESCARGAR - Cierre del dia'",
N8N-f00ca49e-3964-4062-b145-2026fabe03bf,ESCRIBIR - Cierre a disco,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Lee/escribe archivo local (write),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'ESCRIBIR - Cierre a disco'",
N8N-52ecec08-52f4-4947-a944-5918e404527e,BUSCAR - Carpeta del mes (Maestro),"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: fileFolder.?,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'BUSCAR - Carpeta del mes (Maestro)'",
N8N-4d3eef09-0e72-4163-9fe8-4a2c34dc62a2,BUSCAR - Archivo MACROS del mes,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: fileFolder.?,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'BUSCAR - Archivo MACROS del mes'",
N8N-8f8ab634-28ba-4baa-b664-6ae1f57bc100,DESCARGAR - Maestro del mes,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: file.download,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'DESCARGAR - Maestro del mes'",
N8N-30c65881-021c-4c24-9036-9494d3ec1165,ESCRIBIR - Maestro a disco,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Lee/escribe archivo local (write),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'ESCRIBIR - Maestro a disco'",
N8N-f58912c6-d3af-42fb-ae6e-49b5c5bf64e4,DESCARGAR - Plantilla SAP,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: file.download,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'DESCARGAR - Plantilla SAP'",
N8N-5982d8f0-9661-4db0-86fb-9148631c34af,ESCRIBIR - Plantilla a disco,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Lee/escribe archivo local (write),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'ESCRIBIR - Plantilla a disco'",
N8N-5a0ce27b-0182-4ff0-8f01-d5f614a437b8,BUSCAR - Marcadores existentes,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: fileFolder.?,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'BUSCAR - Marcadores existentes'",
N8N-9c54ef6c-5cf6-4fd9-995b-83381f50efb5,DESCARGAR - Marcador,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: file.download,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'DESCARGAR - Marcador'",
N8N-cc698153-77f1-42d5-91dc-b1e79fb3bc13,ESCRIBIR - Marcador a disco,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Lee/escribe archivo local (write),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'ESCRIBIR - Marcador a disco'",
N8N-45c28470-3abf-4f85-9858-1dd3e89cee62,MATERIALIZAR - Rutas locales (Drive real),"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Define/normaliza campos (parametros o resultado literal),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'MATERIALIZAR - Rutas locales (Drive real)'",
N8N-dc1f77c7-a218-42d9-beeb-e07cfc5b9947,CONFIRMAR - Aprobacion del auditor,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",UI_COMPONENT,Pausa la ejecucion esperando confirmacion humana via formulario nativo (Wait+Form),MEDIA,MEDIA,REGLA F: aprobacion humana obligatoria antes de publicar un cierre OK,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'CONFIRMAR - Aprobacion del auditor'",
N8N-0a931302-603c-4aeb-be7a-40902e022aab,DECIDIR - Aprobado,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CONTROL,Bifurcacion booleana,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'DECIDIR - Aprobado'",
N8N-523f0780-12b1-40e1-bf98-76bc612246b2,PUBLICACION - Rechazada por auditor,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Define/normaliza campos (parametros o resultado literal),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'PUBLICACION - Rechazada por auditor'",
N8N-5b4733d2-85a7-45c7-8c10-c9678712307b,EJECUTAR - Generar marcador local (publicar_cierre.py),"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,"Ejecuta comando shell/CLI: =cd /workspaces/caja-tiquipaya-v2 && /workspaces/.venv-caja/bin/python3 publicar_cierre.py --resultado ""{{ $('OK - Listo para publicar').item.json.data.cierres[0].ruta_resultado }}",ALTA,ALTA,REGLA F/E: genera el marcador PROCESADO_<SHA256>.json solo tras las 4 confirmaciones (HANDOFF s10),publicar_cierre.py,Indirecta via tests de run_batch.py/aplicar_correccion.py/publicar_cierre.py (n8n no tiene test runner propio en este repo),"Las 4 confirmaciones booleanas de publicar_cierre.py dependen implicitamente del orden/on-error de los nodos anteriores en el canvas, no de una verificacion explicita en el momento de invocar el CLI.",Que n8n derive cada confirmacion del resultado real del nodo Google Drive correspondiente (ej. SUBIR SAP devolvio un fileId) en vez de un literal 'true'.,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'EJECUTAR - Generar marcador local (publicar_cierre.py)'",
N8N-ae4feca3-5d82-4119-b902-ea0f21b9d1e2,FIN - Publicacion completa en Drive,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Define/normaliza campos (parametros o resultado literal),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'FIN - Publicacion completa en Drive'",
N8N-f9723411-6a9d-485d-91bd-3ed65b2e93c4,PUBLICACION - Marcador no autorizado,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Define/normaliza campos (parametros o resultado literal),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'PUBLICACION - Marcador no autorizado'",
N8N-4ff2a141-3d57-4594-9ff7-7c9b96d64340,Sticky Note Publicacion,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DOCUMENTACION_VISUAL,Nota visual/documentacion del canvas (sin logica),BAJA,BAJA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P3,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'Sticky Note Publicacion'",
N8N-6032ec26-f13f-47b3-9102-6053404efb5b,BUSCAR - Carpeta del mes en 04_SALIDAS,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: fileFolder.?,ALTA,ALTA,REGLA G: debe usar coincidencia EXACTA de nombre (nunca 'primer resultado'); ver incidente cierre 09 vs 11/10/09 en HANDOFF/prompt de auditoria,,NINGUNA (n8n no tiene test runner propio en este repo),Riesgo si se reintroduce logica de 'tomar el primer resultado' de una busqueda con múltiples coincidencias (incidente real ya corregido una vez).,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'BUSCAR - Carpeta del mes en 04_SALIDAS'",
N8N-cf9b544e-67bd-49d5-a590-effb15b7a22e,BUSCAR - Carpeta SAP del mes,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: fileFolder.?,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'BUSCAR - Carpeta SAP del mes'",
N8N-6b6aadf3-efc5-4256-921d-4da7c05c1de2,IF - Carpeta SAP existe,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CONTROL,Bifurcacion booleana,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'IF - Carpeta SAP existe'",
N8N-666e2c22-db61-489c-812c-b96416adfea1,CREAR - Carpeta SAP del mes,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: folder.?,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'CREAR - Carpeta SAP del mes'",
N8N-c77ee6ad-d662-4e6d-8e42-739e9592ef56,LEER - SAP local a subir,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Lee/escribe archivo local (?),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'LEER - SAP local a subir'",
N8N-4edaa316-d917-4fac-9c7a-6a0cba3afbbd,SUBIR - SAP a Drive,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: file.?,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'SUBIR - SAP a Drive'",
N8N-a36bf141-2242-4b0f-8c9b-04e13c541907,BUSCAR - Carpeta RESULTADOS del mes,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: fileFolder.?,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'BUSCAR - Carpeta RESULTADOS del mes'",
N8N-695c02c9-f7ec-4c56-87a6-ad40b30db484,IF - Carpeta RESULTADOS existe,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CONTROL,Bifurcacion booleana,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'IF - Carpeta RESULTADOS existe'",
N8N-9b56c8a9-3a83-48d6-8cd4-21c1141a7b1e,CREAR - Carpeta RESULTADOS del mes,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: folder.?,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'CREAR - Carpeta RESULTADOS del mes'",
N8N-e3b2590e-276d-484d-b155-2c9c63b3757e,LEER - Resultado local a subir,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Lee/escribe archivo local (?),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'LEER - Resultado local a subir'",
N8N-8c82526f-2da3-4fc5-80b5-300d4db37f40,SUBIR - Resultado a Drive,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: file.?,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'SUBIR - Resultado a Drive'",
N8N-b56e23a7-daab-4ab2-aee7-f6db0ce205ef,BUSCAR - Carpeta del mes en 03_PROCESADOS,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: fileFolder.?,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'BUSCAR - Carpeta del mes en 03_PROCESADOS'",
N8N-df19c875-e118-4360-ba5b-89f55c1bf7c8,MOVER - Cierre a 03_PROCESADOS,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: file.move,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'MOVER - Cierre a 03_PROCESADOS'",
N8N-52ee283b-0754-4132-b1d5-b898022d5231,LEER - Marcador local a subir,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",DATA_ARTIFACT,Lee/escribe archivo local (?),MEDIA,MEDIA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P2,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'LEER - Marcador local a subir'",
N8N-8041f207-9b4e-4ca4-8b56-93cb4601f405,SUBIR - Marcador PROCESADO a Drive,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,Google Drive: file.?,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'SUBIR - Marcador PROCESADO a Drive'",
N8N-4e43d8cb-d550-4318-91fb-43e60ecd1945,INICIO - Procesar cierres (Formulario),"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",N8N_NODE,Formulario nativo n8n: punto de entrada manual (Fecha inicio/fin),BAJA,BAJA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P3,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'INICIO - Procesar cierres (Formulario)'",
N8N-df87e868-12d7-4f90-b58d-35a64ce22440,LIMPIAR - Marcadores locales obsoletos,"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",INTEGRATION,"Ejecuta comando shell/CLI: find ""/home/codespace/poc_n8n_tiquipaya/FASE_C_DRIVE_REAL/controles/MARCADORES_PROCESAMIENTO"" -mindepth 1 -maxdepth 1 -type f -name ""PROCESADO_*.json"" -delete",ALTA,ALTA,,shell,NINGUNA (n8n no tiene test runner propio en este repo),,,ALTO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'LIMPIAR - Marcadores locales obsoletos'",
N8N-5672eceb-0ba5-4ecb-b8d1-4237a9f858ff,PREPARAR - Cierres listos (detalle),"TIQ · PROCESAR CIERRES PENDIENTES · POC (n8n, LkS0RHu9KEbHCR4p)",CODE_NODE,Codigo JS embebido: const item = $input.first().json; const cierres = (item.data && Array.isArray(item.data.cierres)) ? item.data.cierres : []; const listos = cierres.filter((c) =>,ALTA,ALTA,,,NINGUNA (n8n no tiene test runner propio en este repo),,,MEDIO,KEEP,KEEP_IN_N8N,P1,N/D (fuera de alcance de esta auditoria: solo diagnostico),NO,"n8n sqlite workflow_entity.nodes/connections, id LkS0RHu9KEbHCR4p, node 'PREPARAR - Cierres listos (detalle)'",
